TXNAME	GENEID	HepG2_directRNA_R1.sorted	A549_directRNA_R2.sorted	A549_directRNA_R3.sorted	HepG2_directRNA_R2.sorted	HepG2_directRNA_R3.sorted	A549_directRNA_R1.sorted
ENST00000484235	ENSG00000183172	2.09753	0.91379	0	0.3695	0	0
ENST00000484256	ENSG00000100219	2.934	0	0	0	0	0
ENST00000484266	ENSG00000100288	0	0	0	0	0	0
ENST00000484336	ENSG00000184058	0	0	0	0	0	0
ENST00000484345	ENSG00000188677	0	0	0	0	0	0
ENST00000484358	ENSG00000100316	0	0	0	0	0	0
ENST00000484373	ENSG00000183597	0	0	0	0	0	0
ENST00000484439	ENSG00000100023	0	0	0	0	0	0
ENST00000484486	ENSG00000100003	0	0	0	0	0	0
ENST00000484509	ENSG00000100068	0	0	0	0	0	0
ENST00000484531	ENSG00000077942	0	0	0	0	0	0
ENST00000484558	ENSG00000250479	272.98865	870.6415	359.61251	39	19.83333	95.94565
ENST00000484582	ENSG00000184949	0	0	0	0	0	0
ENST00000484588	ENSG00000100034	0	0	0	0	0	0
ENST00000484593	ENSG00000099991	0	0	0	0	0	0
ENST00000484607	ENSG00000100225	0	0	0	0	0	0
ENST00000484615	ENSG00000100316	0	0	0	0	0.5137	4.15188
ENST00000484619	ENSG00000186951	0	0	0	0	0	0
ENST00000484650	ENSG00000273899	0	0	0	0	0	0
ENST00000484653	ENSG00000131100	0	0	0	0	0	0
ENST00000484657	ENSG00000100226	0	0	0	0	0	0
ENST00000484672	ENSG00000184470	0	0	0	0	0	0
ENST00000484682	ENSG00000128254	0	0	0	0	0	0
ENST00000484711	ENSG00000100304	8.36994	1.74545	0	1.48831	0	5.66288
ENST00000484804	ENSG00000100083	0	0	0	0	0	0
ENST00000484806	ENSG00000198089	0	0	0	0	0	0
ENST00000484830	ENSG00000128335	0	0	0	0	0	0
ENST00000484894	ENSG00000100142	0	0	0	0	0	0
ENST00000484924	ENSG00000100296	0	0	0	0	0	0
ENST00000484966	ENSG00000167077	0	0	0	0	0	0
ENST00000484971	ENSG00000100226	0	0	0	0	0	0
ENST00000485008	ENSG00000099991	0	0	0	0	0	0
ENST00000485037	ENSG00000182944	0	0	0	0	0	0
ENST00000485123	ENSG00000241973	0	0	0	0	0	0
ENST00000485142	ENSG00000186976	0	0	0	0	0	0
ENST00000485175	ENSG00000100416	0	0	0	0	0	0
ENST00000485262	ENSG00000239547	0	0	0	0	0	0
ENST00000485358	ENSG00000184470	0	1	2.12897	0	0	0
ENST00000485373	ENSG00000100220	0	0	0	0	0	0
ENST00000485453	ENSG00000128284	0	0	0	0	0	0
ENST00000485482	ENSG00000100003	0	0	0	0	0	0
ENST00000485501	ENSG00000100211	0	0	0	0	0	0
ENST00000485532	ENSG00000185686	0	0	0	0	0	0
ENST00000485559	ENSG00000100416	0	0.90906	0.20799	0	0	0
ENST00000485587	ENSG00000128309	0	10.72185	1.15522	0	0	2.48293
ENST00000485599	ENSG00000100209	0	1	0	0	0	0
ENST00000485618	ENSG00000099995	0	0	0	0	0	0
ENST00000485631	ENSG00000099968	0	3	0	0	0	0
ENST00000485648	ENSG00000100417	0	0	0	0	0	0
ENST00000485715	ENSG00000183597	0	0	0	0	0	0
ENST00000485802	ENSG00000128191	0	0	0	0	0	0
ENST00000485842	ENSG00000100099	0	0	1	0	0	0
ENST00000485930	ENSG00000100023	0	0	0	0	0	0
ENST00000485950	ENSG00000241973	0	0	0	0	0	0
ENST00000485962	ENSG00000100359	0	0	0	0	0	0
ENST00000485963	ENSG00000241973	0	0	0	0	0	0
ENST00000486003	ENSG00000183773	1	0	0	0	0	0
ENST00000486019	ENSG00000100246	0	0	0	0	0	0
ENST00000486043	ENSG00000100024	0	0	0	0	0	0
ENST00000486108	ENSG00000128271	0	0	0	0	0	0
ENST00000486118	ENSG00000100065	0	0	0	0	0	0
ENST00000486163	ENSG00000054611	0	0	0	0	0	0
ENST00000486184	ENSG00000093000	0	0	0	0	0	0
ENST00000486209	ENSG00000183506	0	1.29309	0	0	0	0
ENST00000486218	ENSG00000100345	0	0	0	0	0	0
ENST00000486259	ENSG00000100034	0	0	0	0	0	0
ENST00000486331	ENSG00000100403	0	0	0	0	0	0
ENST00000486351	ENSG00000128271	0	0	0	0	0	0
ENST00000486357	ENSG00000239713	0	0	0	0	0	0
ENST00000486394	ENSG00000100170	0	0	0	0	0	0
ENST00000486462	ENSG00000069998	0	0	0	0	0	0
ENST00000486536	ENSG00000161133	0	0	0	0	0	0
ENST00000486575	ENSG00000099901	1	0	1.00784	0	0	0
ENST00000486584	ENSG00000185721	0	0	0	0	0	0
ENST00000486602	ENSG00000182858	0	0	0	0	0	0
ENST00000486620	ENSG00000100416	0	0	0	0	0	0
ENST00000486640	ENSG00000100364	0	0	0	0	0	0
ENST00000486651	ENSG00000128254	0	0	0	0	0	0
ENST00000486656	ENSG00000099917	0	0	0	0	0	0
ENST00000486675	ENSG00000241878	0	0	0	0	0	0
ENST00000486708	ENSG00000198089	0	0	0	0	0	0
ENST00000486907	ENSG00000133460	0	0	0	0	0	0
ENST00000487090	ENSG00000099910	0	0	0	0	0	0
ENST00000487162	ENSG00000025708	0	0	0	0	0	0
ENST00000487165	ENSG00000184470	0	0	1.23213	0	0.38846	0
ENST00000487176	ENSG00000183066	0	0	0	0	0	0
ENST00000487341	ENSG00000185340	0	0	0	0	0	0
ENST00000487342	ENSG00000099957	0	0	0	0	0	0
ENST00000487355	ENSG00000128284	0	0	0	0	0	0
ENST00000487378	ENSG00000099899	0	0	0	0	0	0
ENST00000487423	ENSG00000128284	0	0	0	0	0	0
ENST00000487477	ENSG00000186998	0	0	0	0	0	0
ENST00000487485	ENSG00000100038	0	0	0	0	0	0
ENST00000487486	ENSG00000100325	0	0	0	0	0.5	0
ENST00000487535	ENSG00000167077	0	0	0	0	0	0
ENST00000487538	ENSG00000100226	0	0	0	0	0	0
ENST00000487550	ENSG00000099917	0	0	0	0	0	0
ENST00000487577	ENSG00000025708	0	22.49789	13.46798	0.05095	1	4.34413
ENST00000487668	ENSG00000099899	0	0	0	0	0	0
ENST00000487669	ENSG00000093009	0	0	0	0	0	0
ENST00000487670	ENSG00000100284	0	0	0	0	0	0
ENST00000487671	ENSG00000184708	0	0	0	0	0	0
ENST00000487679	ENSG00000186716	0	0	0	0	0	0
ENST00000487704	ENSG00000100220	0	0	0	0	0	0
ENST00000487725	ENSG00000100348	0	3	0	0	0	0
ENST00000487732	ENSG00000100376	0	0	0	0	0	0
ENST00000487766	ENSG00000100031	0	0	0	0	0	0
ENST00000487783	ENSG00000128284	0	0	0	0	0	0
ENST00000487793	ENSG00000099889	0	0	0	0	0	0
ENST00000487907	ENSG00000100330	0	0	0	0	0	0
ENST00000487968	ENSG00000186716	0	0	0	0	0.41055	0
ENST00000487969	ENSG00000184164	0	0	0	0	0	0
ENST00000488038	ENSG00000100364	0	5.00936	15.00839	0	0.57195	4.84438
ENST00000488052	ENSG00000100296	0	0	0	0	0	0
ENST00000488106	ENSG00000100263	0	0	0	0	0	0
ENST00000488141	ENSG00000100065	18.57404	0	0	0	0	0
ENST00000488270	ENSG00000100429	0	0	0	0	0	0
ENST00000488272	ENSG00000099958	0	0	0	0	0	0
ENST00000488335	ENSG00000099899	0	0	0	0	0	0
ENST00000488363	ENSG00000099953	0	0	0	0	0	0
ENST00000488442	ENSG00000100197	0	0	0	0	0	0
ENST00000488484	ENSG00000099901	0	0	0	0	0	0
ENST00000488504	ENSG00000188130	1.22222	2.67008	3.91068	0	0	1.96412
ENST00000488571	ENSG00000100138	0	0	0	0	0	0
ENST00000488602	ENSG00000187051	0	0	0	0	4	0
ENST00000488672	ENSG00000100083	0	0	0	0	0	0
ENST00000488684	ENSG00000100142	0	0.70626	0	0	0	0
ENST00000488719	ENSG00000100029	2.24828	3.94635	0	0	0	0
ENST00000488758	ENSG00000128383	0	0	0	0	0	0
ENST00000488787	ENSG00000100226	0	0	0	0	0	0
ENST00000488820	ENSG00000186998	0	0	0	0	0	0
ENST00000488827	ENSG00000242251	0	0	0	0	0	0
ENST00000488844	ENSG00000198792	0	0	0	0	0	0
ENST00000488859	ENSG00000100324	0	0.5	0	0	0	0
ENST00000488874	ENSG00000133477	0	0	0	0	0	0
ENST00000488883	ENSG00000198089	0	0	0	0	0	0
ENST00000488974	ENSG00000240186	0	0	0	0	0	0
ENST00000488975	ENSG00000184436	0	0	0	0	0	0
ENST00000489010	ENSG00000100319	0	0	0	0	0	0
ENST00000489136	ENSG00000100395	0	0	0	0	0	0
ENST00000489186	ENSG00000128335	0	0	0	0	1	0
ENST00000489206	ENSG00000100321	0	0	0	0	0	0
ENST00000489315	ENSG00000100097	0	2.61118	0	0	0	0
ENST00000489322	ENSG00000133460	0.52247	0	0	0	0	0
ENST00000489337	ENSG00000183963	0	0	0	0	0	0
ENST00000489406	ENSG00000070010	0	0	0	0.7594	0	0
ENST00000489424	ENSG00000100429	0	0	0	0	0	0
ENST00000489453	ENSG00000100288	0	0	0	0	0	0
ENST00000489500	ENSG00000100354	0	0	0	0	0	0
ENST00000489511	ENSG00000128159	0	0	0	0	0	0
ENST00000489515	ENSG00000100060	0	0	0	0	0	0
ENST00000489527	ENSG00000100226	0	0	0	0	0	0
ENST00000489581	ENSG00000100038	0	0	0	0	0	0
ENST00000489582	ENSG00000099953	0	0	0	0	0	0
ENST00000489651	ENSG00000099917	0	0	0	0.72693	0	0
ENST00000489772	ENSG00000100083	0	1	0	0	0	0
ENST00000489792	ENSG00000100335	0	0	0	0	0	0
ENST00000489812	ENSG00000100139	0	0	0	0	0	0
ENST00000489846	ENSG00000128253	0	0	0	0	0	0
ENST00000489847	ENSG00000100211	0	1	0	0	0	0
ENST00000489966	ENSG00000241973	0	0	0	0	0	0
ENST00000490007	ENSG00000253120	0	0	0	0	0	0
ENST00000490082	ENSG00000184949	0	0	0	0	0	0
ENST00000490087	ENSG00000100031	0	0	0	0	0	0
ENST00000490103	ENSG00000100296	8.89723	41.59786	7.9846	1.33333	0	3.23592
ENST00000490121	ENSG00000183597	0	0	0	0	0	0
ENST00000490169	ENSG00000100221	0	0	0	0	1	0
ENST00000490204	ENSG00000184702	0	0	0	0	0	0
ENST00000490262	ENSG00000198911	0	0	0	0	0	0
ENST00000490326	ENSG00000176177	0	0	0	0	0	0
ENST00000490378	ENSG00000075240	0	0	0	0	0	0
ENST00000490449	ENSG00000099992	0	0	0	0	0	0
ENST00000490458	ENSG00000099940	0	0	0	0	0	0
ENST00000490473	ENSG00000184381	0	0	0	0	0	0
ENST00000490475	ENSG00000100154	0	0	0	0	0	0
ENST00000490556	ENSG00000099910	0	0	0	0	0	0
ENST00000490583	ENSG00000183597	0	0	0	0	0	0
ENST00000490640	ENSG00000205856	0	0	0	0	0	0
ENST00000490679	ENSG00000056487	0	0	0	0	0	0
ENST00000490731	ENSG00000100150	0	0	0	0	0	0
ENST00000490741	ENSG00000100307	0	0	0	0	0	0
ENST00000490810	ENSG00000138867	0	0	0	0	0	0
ENST00000490819	ENSG00000100324	0	0	0	0	0	0
ENST00000490922	ENSG00000138867	0	0	0	0	0	0
ENST00000490967	ENSG00000198832	0	1.04085	0	0	0	0
ENST00000491016	ENSG00000185340	0	0	0	0	0	0
ENST00000491021	ENSG00000100227	0	0	0	0	0	0
ENST00000491142	ENSG00000100099	0	0	0	0	1	0
ENST00000491172	ENSG00000244425	0	0	0	0	0	0
ENST00000491251	ENSG00000100330	0	0	0	0	0	0
ENST00000491254	ENSG00000100410	0	0	0	0	0	0
ENST00000491295	ENSG00000100083	0	0	0	0	0	0
ENST00000491342	ENSG00000241878	0	0	0	0	0	0
ENST00000491387	ENSG00000128394	0	0	0	0	0	0
ENST00000491432	ENSG00000099949	0	0	0	0	0	0
ENST00000491449	ENSG00000128159	0	2.5	1.85971	0	0	0
ENST00000491520	ENSG00000093009	0	0	0	0	0	0
ENST00000491522	ENSG00000056487	0	0	0	0	0	0
ENST00000491541	ENSG00000198911	0	0	0	0	0	0
ENST00000491545	ENSG00000100372	0	0	0	0	0	0
ENST00000491562	ENSG00000183506	0	0	0	0	0	0
ENST00000491588	ENSG00000100030	0	0	0	0	0	0
ENST00000491604	ENSG00000100033	0	0	0	0	0	0
ENST00000491605	ENSG00000176635	0	0	0	0	0	0
ENST00000491612	ENSG00000100416	0	1	1.06136	0	0	0
ENST00000491671	ENSG00000100376	0	0	0	0	0	0
ENST00000491860	ENSG00000093000	0	0	0	0	0	0
ENST00000491863	ENSG00000075218	0	0	0	0	0	0
ENST00000491892	ENSG00000128191	0	0	0	0	0	0
ENST00000491910	ENSG00000178026	2.3544	0	0	0	0	0
ENST00000491919	ENSG00000183765	0	0	0	0	0	0
ENST00000491939	ENSG00000184470	0	0	0	0	0	0
ENST00000491948	ENSG00000133460	1	0	0	0	0	0
ENST00000491958	ENSG00000198832	0	3.04782	3	0	0	0
ENST00000491966	ENSG00000187051	0	0	0	0	0	0
ENST00000491967	ENSG00000099956	0	0	0	0	0	0
ENST00000491973	ENSG00000198089	0	0	0	0	0	0
ENST00000491982	ENSG00000100320	0	0	0	0	0	0
ENST00000491986	ENSG00000184381	0	0	0	0	0	0
ENST00000491987	ENSG00000100284	0	0	0	0	0	0
ENST00000492087	ENSG00000100330	0	0	0	0	0	0
ENST00000492092	ENSG00000073169	1.66667	4.77386	0	0.5	0.01097	0
ENST00000492137	ENSG00000100109	0	1.12682	0	0	0	0
ENST00000492159	ENSG00000239282	0	0	0	0	0	0
ENST00000492213	ENSG00000100142	3.0735	5.02563	0	0	0	1.02885
ENST00000492218	ENSG00000188130	0	0	0	0	0	0
ENST00000492273	ENSG00000100364	0	3	0	0	0	0
ENST00000492289	ENSG00000186654	0	0	0	0	0	0
ENST00000492381	ENSG00000099917	14.36936	34.13412	6.2472	0.72693	3	10.70732
ENST00000492464	ENSG00000099953	0	0	0	0	0	0
ENST00000492475	ENSG00000186654	0	0	0	0	0	0
ENST00000492480	ENSG00000099949	0	0	0	0	0	0
ENST00000492484	ENSG00000167077	0	0	0	0	0	0
ENST00000492485	ENSG00000100106	0	0	0	0	0	0
ENST00000492516	ENSG00000133460	0	0	0	0	0	0
ENST00000492535	ENSG00000100225	0	0	0	0	0	0
ENST00000492537	ENSG00000100211	0	0	0	0	0	0
ENST00000492538	ENSG00000128266	0	0	0	0	0	0
ENST00000492556	ENSG00000254413	0	0	0	0	0	0
ENST00000492561	ENSG00000100216	0	0	0	0	0	0
ENST00000492576	ENSG00000100211	0	0	0	0	0	0
ENST00000492578	ENSG00000196576	0	0	0	0	0	0
ENST00000492581	ENSG00000241973	0	0	0	0	0	0
ENST00000492582	ENSG00000100288	1.40798	0	0	0	0	0
ENST00000492625	ENSG00000099889	0	0	0	0	0	0
ENST00000492657	ENSG00000185686	0	33.99393	2.38949	0	0	6.32509
ENST00000492705	ENSG00000183530	0	0	0	0	0	0
ENST00000492707	ENSG00000100296	0	0	0	0	0	0
ENST00000492723	ENSG00000100284	0	0	0	0	0	0
ENST00000492791	ENSG00000182858	0	0	1	0	0	0
ENST00000492821	ENSG00000100325	0	0	0	0	0	0
ENST00000492986	ENSG00000100029	0	0	0	0	0	0
ENST00000492988	ENSG00000099899	0	0	0	0	0	0
ENST00000493003	ENSG00000100364	0	0	0	0	0	0
ENST00000493007	ENSG00000180957	0	0	0	0	0	0
ENST00000493023	ENSG00000133466	0	9.34719	0	0.5	0	1.5
ENST00000493034	ENSG00000100100	0	0	0	0	0	0
ENST00000493076	ENSG00000100297	0	7.22326	4.14296	0	0	0
ENST00000493099	ENSG00000138867	0	0	0	0	0	0
ENST00000493132	ENSG00000099953	0	0	0	0	0	0
ENST00000493161	ENSG00000100347	0	0	0	0	0	0
ENST00000493203	ENSG00000100336	0	0	0	0	0	0
ENST00000493216	ENSG00000099917	0	1.42458	0	0	0	0
ENST00000493286	ENSG00000186951	0	0	0	0	0	0
ENST00000493335	ENSG00000183963	0	1.22617	0	0	0	0
ENST00000493389	ENSG00000100417	0	0	0	0	0	0
ENST00000493426	ENSG00000182944	0	0	0	0	0	0
ENST00000493455	ENSG00000100099	0	0	0	0	0	0
ENST00000493456	ENSG00000093000	0	0	0	0	0	0
ENST00000493460	ENSG00000099949	0	0	0	0	0	0
ENST00000493542	ENSG00000185339	0	0	0	0	0	0
ENST00000493556	ENSG00000100416	1	0	0	0	0	0
ENST00000493569	ENSG00000100297	0	0	0	0	0	0
ENST00000493596	ENSG00000099958	0	0	0	0	0	0
ENST00000493606	ENSG00000242247	0	0	0	0	0	0
ENST00000493621	ENSG00000100347	0	0	0	0	0	0
ENST00000493643	ENSG00000130638	0	0	0	0	0	0
ENST00000493680	ENSG00000099968	2	10.50454	4.46021	0	0	0
ENST00000493696	ENSG00000239435	0	0	0	0	0	0
ENST00000493698	ENSG00000100109	0	0	0	0	0	0
ENST00000493724	ENSG00000093009	0	0	0	0	0	0
ENST00000493734	ENSG00000185252	1.94553	0	2.47246	0	0	0
ENST00000493791	ENSG00000242876	0	0	0	0	0	0
ENST00000493862	ENSG00000273899	0	0	0	0	0	0
ENST00000493893	ENSG00000093010	0	0	0	0	0	0
ENST00000493894	ENSG00000100263	0	1	1	0	0	0
ENST00000493939	ENSG00000100221	0	0	0	0	0	1
ENST00000494013	ENSG00000100095	0	0	0	0	0	0
ENST00000494035	ENSG00000100304	0	0	0	0	0	0
ENST00000494054	ENSG00000070010	0	2.00659	0	0	0	0
ENST00000494060	ENSG00000100150	0	0	0	0	0	0
ENST00000494065	ENSG00000100150	0	0	0	0	0	0
ENST00000494075	ENSG00000184319	0	3	2	0.5	0	1
ENST00000494097	ENSG00000015475	0	0	0	0	0	0
ENST00000494109	ENSG00000100105	0	0	0	0	0	0
ENST00000494113	ENSG00000241973	0	0	0	0	0	0
ENST00000494150	ENSG00000239713	0	0	0	0	0	0
ENST00000494166	ENSG00000100065	0	0	0	0	0	0
ENST00000494219	ENSG00000100335	0	0	0	0	0	0
ENST00000494273	ENSG00000100242	0	0	0	0	0	0
ENST00000494434	ENSG00000100151	0	0	0	0	0	0
ENST00000494454	ENSG00000184470	0	0	0	0	0	0
ENST00000494514	ENSG00000138942	0	0	0	0	0	0
ENST00000494535	ENSG00000244486	3.84224	0	0.44016	0	0	0
ENST00000494610	ENSG00000213923	0	0	0	0	0	0
ENST00000494641	ENSG00000099899	0	0	0	0	0	0
ENST00000494730	ENSG00000197077	0	0	0	0	0	0
ENST00000494740	ENSG00000183506	0	0	0	0	0	0
ENST00000494763	ENSG00000133424	0	0	0	0	0	0
ENST00000494795	ENSG00000100347	0	1.31545	0	0	0	0
ENST00000494820	ENSG00000099899	0	0	0	0	0	0
ENST00000494833	ENSG00000100425	0	0	0	0	0	0
ENST00000494929	ENSG00000099910	0	0	0	0	0	0
ENST00000494966	ENSG00000184117	1	0	0	0	0	0
ENST00000494998	ENSG00000100292	0	0	0	0	0	0
ENST00000495017	ENSG00000186654	0	5.26525	0	0.03844	0.2	0
ENST00000495076	ENSG00000243156	0	0	0	0	0	0
ENST00000495096	ENSG00000099889	6.41316	2	1	0	0	0.5
ENST00000495098	ENSG00000100330	0	0	0	0	0	0
ENST00000495101	ENSG00000184708	0	1.88493	2.65426	2	0	2
ENST00000495107	ENSG00000198089	0	0	0	0	0	0
ENST00000495121	ENSG00000099991	0	0	0	0	0	0
ENST00000495142	ENSG00000099949	0	0	0	0	0	0
ENST00000495174	ENSG00000100092	0	0	0	0	0	0
ENST00000495219	ENSG00000241484	0	0	0	0	0	0
ENST00000495232	ENSG00000213923	0	0	0	0	0	0
ENST00000495250	ENSG00000248405	0	1	0	0	0	0
ENST00000495277	ENSG00000185386	0	0	0	0	0	0
ENST00000495297	ENSG00000178026	0	0.5	0	0	0	0
ENST00000495348	ENSG00000056487	0	0	0	0	0	0
ENST00000495351	ENSG00000128191	0	0	0	0	0	0
ENST00000495377	ENSG00000100320	0	0	0	0	0	0
ENST00000495533	ENSG00000198832	0	0	0	0	0	0
ENST00000495555	ENSG00000100360	0	0	0	0	0	0
ENST00000495607	ENSG00000205593	0	0	1.5	0	0	0.5
ENST00000495652	ENSG00000100380	0	0	0	0	0	0
ENST00000495655	ENSG00000184470	0	0	1.0652	0	0	1
ENST00000495681	ENSG00000100325	0	0	0	0	0	0
ENST00000495824	ENSG00000188677	0	0	0	0	0	0
ENST00000495826	ENSG00000128191	0	0	0	0	0	0
ENST00000495869	ENSG00000183773	0	0	0	0	0	0
ENST00000495928	ENSG00000100345	0	0	0	0	0	0
ENST00000495967	ENSG00000100325	0	0	0	0	0	0
ENST00000495977	ENSG00000100209	0	0	0	0	0	0
ENST00000495987	ENSG00000100360	0	0	0	0	0	0
ENST00000495988	ENSG00000128383	0	0	0	0	0	0
ENST00000496016	ENSG00000099991	0	0	0	0	0	0
ENST00000496051	ENSG00000182902	0	0	0	0	0	0
ENST00000496097	ENSG00000183773	0	0	0	0	0	0
ENST00000496139	ENSG00000054611	0	0	0	0	0	0
ENST00000496143	ENSG00000100034	0	0	0	0	0	0
ENST00000496189	ENSG00000099995	0	0	0	0	0	0.30731
ENST00000496226	ENSG00000100364	0	0	0	0	0	0
ENST00000496235	ENSG00000100429	0	0	0	0	0	0
ENST00000496258	ENSG00000128271	0	0	0	0	0	0
ENST00000496342	ENSG00000100263	0	0	0	0	0	0
ENST00000496367	ENSG00000184792	0	0	0	0	0	0
ENST00000496385	ENSG00000100099	0	0	0	0	0	0
ENST00000496409	ENSG00000184381	0	0	0	0	0	0
ENST00000496490	ENSG00000244671	0	0	0	0	0	0
ENST00000496497	ENSG00000128271	0	0	0	0	0	0
ENST00000496523	ENSG00000100109	0	0	0	0	0	0
ENST00000496575	ENSG00000184792	0	0	0	0	0	0
ENST00000496625	ENSG00000100033	0	0	0	0	0	0
ENST00000496652	ENSG00000184319	0	0	1	0	0	1
ENST00000496720	ENSG00000196576	0	0	0	0	0	0
ENST00000496722	ENSG00000185651	0	10.6477	0	0	0	0
ENST00000496729	ENSG00000184470	0	0	0	0	0	0
ENST00000496819	ENSG00000100023	0	0	1	0	0	2
ENST00000496831	ENSG00000100416	0	0	0	0	0	0
ENST00000496865	ENSG00000186951	0	0	0	0	0	0
ENST00000496875	ENSG00000100353	0	0	0	0	0	0
ENST00000496909	ENSG00000100429	0	0	0	0	0	0
ENST00000496942	ENSG00000188130	0	1	0	0	0	0
ENST00000496944	ENSG00000184117	0	0	0	0	0	0
ENST00000497036	ENSG00000188130	0	3.56555	0	0	0	0
ENST00000497071	ENSG00000133466	0	0	0	0	0	0
ENST00000497072	ENSG00000100034	0	0	0	0	0	0
ENST00000497129	ENSG00000100344	0	0	0	0	0	0
ENST00000497196	ENSG00000100201	0	0	0	0	0	0
ENST00000497224	ENSG00000205560	0	0	0	0	0	0
ENST00000497225	ENSG00000169184	0	0	0	0	0	0
ENST00000497328	ENSG00000187905	0	0	0	0	0	0
ENST00000497340	ENSG00000100150	0	0	0	0	0	0
ENST00000497401	ENSG00000182902	0	0	0	0	0	0
ENST00000497448	ENSG00000100284	0	0	0	0	0	0
ENST00000497483	ENSG00000100429	0	0	0	0	0	0
ENST00000497509	ENSG00000075275	0	22	6	0	0	0
ENST00000497534	ENSG00000099954	0	0	0	0	0	0
ENST00000497559	ENSG00000100354	0	0	0	0	0	0
ENST00000497605	ENSG00000239282	0	0	0	0	0	0
ENST00000497697	ENSG00000183963	0	0	0	0	0	0
ENST00000497716	ENSG00000099949	0	0	0	0	0	0
ENST00000497738	ENSG00000188130	0	0	3	0	0	0
ENST00000497952	ENSG00000100429	0	0	0	0	0	0
ENST00000497960	ENSG00000093000	0	0	0	0	0	0
ENST00000498009	ENSG00000130638	0	0	0	0	0	0
ENST00000498109	ENSG00000100023	0	0	0	0	0	0
ENST00000498133	ENSG00000099968	0	0	0	0	0	0
ENST00000498140	ENSG00000100024	0	0	0	0	0	0
ENST00000498171	ENSG00000128191	1.75239	0	0	0	0	0
ENST00000498212	ENSG00000100281	0	0	0	0	0	0
ENST00000498234	ENSG00000239900	0	0	0	0	0	0
ENST00000498259	ENSG00000099995	0	0	0	0	0	0
ENST00000498310	ENSG00000241484	0	0	0	0	0	0
ENST00000498325	ENSG00000100281	0	0	0	0	0	0
ENST00000498338	ENSG00000184381	0	0	0	0	0	0
ENST00000498345	ENSG00000243156	0	0	0	0	0	0
ENST00000498354	ENSG00000184164	0	0	0	0	0	0
ENST00000498366	ENSG00000100429	2	0	0	0	0	0
ENST00000498385	ENSG00000240972	5.26741	0	38.73588	0	65.4275	19.39519
ENST00000498400	ENSG00000128285	0	0	0	0	0	0
ENST00000498406	ENSG00000184436	0	18.13266	9.25834	0	1.98473	9.84753
ENST00000498417	ENSG00000100124	0	0	0	0	0	0
ENST00000498418	ENSG00000100364	0	0	0	0	0	0
ENST00000498434	ENSG00000100220	0	0	0	0	0	0
ENST00000498456	ENSG00000167077	0	0	0	0	0	0
ENST00000498462	ENSG00000100316	0	0	0	0	0	0
ENST00000498529	ENSG00000213923	0	0	0	0	0	0
ENST00000498542	ENSG00000169314	0	0	0	0	0	0
ENST00000498572	ENSG00000239282	0	0	0	0	0	0
ENST00000498573	ENSG00000243156	0	0	1	0	0	0
ENST00000498589	ENSG00000207751	0	0	0	0	0	0
ENST00000498611	ENSG00000128159	0	2	1.28057	0	0	0
ENST00000498649	ENSG00000099949	0	1	0	0	0	0
ENST00000498737	ENSG00000184983	45.33333	125.66667	62.48179	8.63658	7	18.68077
ENST00000498829	ENSG00000188511	0	0	0	0	0	0
ENST00000504184	ENSG00000213888	0	0	0	0	0	0
ENST00000504335	ENSG00000183963	0	0	1.10609	0	0	1
ENST00000504337	ENSG00000198792	0	0	0	0	0	0
ENST00000504717	ENSG00000100258	1.08063	0	0	0	0	0
ENST00000505157	ENSG00000205704	0	0	0	0	0	0
ENST00000505920	ENSG00000249222	0	4	0	0	0	0
ENST00000505981	ENSG00000100258	0	0	0	0	0	0
ENST00000506039	ENSG00000249923	0	0	0	0	0	0
ENST00000506079	ENSG00000215456	0	0	0	0	0	0
ENST00000506097	ENSG00000250470	0	0	0	0	0	0
ENST00000507586	ENSG00000100266	0	0	0	0	0	0
ENST00000507607	ENSG00000100258	0	0	0	0	0	0
ENST00000508033	ENSG00000249288	0	0	0	0	0	0
ENST00000508880	ENSG00000250261	0	0	0	0	0	0
ENST00000509460	ENSG00000100058	0	0	0	0	0	0
ENST00000509549	ENSG00000242259	0	1.04055	0	0	1	0
ENST00000510112	ENSG00000169662	0	0	0	0	0	0
ENST00000510265	ENSG00000249263	0	0	0	0	0	0
ENST00000510957	ENSG00000250318	1	0	1	0	0	0
ENST00000511549	ENSG00000215544	0	0	0	0	0	0
ENST00000512987	ENSG00000248409	0	0	0	0	0	0
ENST00000513758	ENSG00000249310	0	0	0	0	0	0
ENST00000514371	ENSG00000235062	0	0	0	0	0	0
ENST00000514938	ENSG00000100258	0	0	0	0	0	0
ENST00000515426	ENSG00000100207	0	0	0	0	0	0
ENST00000515632	ENSG00000248405	0	0.33333	0	0	0	0
ENST00000516081	ENSG00000251890	0	0	0	0	0	0
ENST00000516104	ENSG00000251913	0	0	0	0	0	0
ENST00000516131	ENSG00000251940	0	0	0	0	0	0
ENST00000516143	ENSG00000251952	0	0	0	0	0	0
ENST00000516176	ENSG00000251985	0	1	0	0	0	0
ENST00000516211	ENSG00000252020	0	0	0	0	0	0
ENST00000516334	ENSG00000252143	0	0	0	0	0	0
ENST00000516416	ENSG00000252225	0	0	0	0	0	0
ENST00000516458	ENSG00000252267	0	0	0	0	0	0
ENST00000516603	ENSG00000252412	0	0	0	0	0	0
ENST00000516794	ENSG00000252603	0	0	0	0	0	0
ENST00000517050	ENSG00000252859	0	0	0	0	0	0
ENST00000517100	ENSG00000252909	0	0	0	0	0	0
